date,jobcountry,% of job postings
22/1/21,DE,0.000431501
23/1/21,DE,0.000430614
24/1/21,DE,0.000429626
25/1/21,DE,0.000428559
26/1/21,DE,0.000428788
27/1/21,DE,0.000428081
28/1/21,DE,0.000426762
29/1/21,DE,0.000425646
30/1/21,DE,0.000424523
31/1/21,DE,0.00042362
1/2/21,DE,0.000423207
2/2/21,DE,0.00042244
3/2/21,DE,0.000421923
4/2/21,DE,0.000421756
5/2/21,DE,0.000421416
6/2/21,DE,0.000421281
7/2/21,DE,0.00043609
8/2/21,DE,0.000450811
9/2/21,DE,0.000462654
10/2/21,DE,0.000475366
11/2/21,DE,0.000487932
12/2/21,DE,0.000515591
13/2/21,DE,0.000528662
14/2/21,DE,0.00054158
15/2/21,DE,0.00053979
16/2/21,DE,0.000541169
17/2/21,DE,0.000541837
18/2/21,DE,0.000541652
19/2/21,DE,0.000526429
20/2/21,DE,0.000511327
21/2/21,DE,0.000495757
22/2/21,DE,0.000494845
23/2/21,DE,0.000492863
24/2/21,DE,0.000490855
25/2/21,DE,0.000489872
26/2/21,DE,0.000488949
27/2/21,DE,0.000502366
28/2/21,DE,0.000515741
1/3/21,DE,0.000515353
2/3/21,DE,0.000516029
3/3/21,DE,0.000516665
4/3/21,DE,0.00050231
5/3/21,DE,0.000473732
6/3/21,DE,0.000416938
7/3/21,DE,0.000345751
8/3/21,DE,0.000287902
9/3/21,DE,0.000229082
10/3/21,DE,0.000170804
11/3/21,DE,0.000127752
12/3/21,DE,0.000112776
13/3/21,DE,0.000126177
14/3/21,DE,0.000139778
15/3/21,DE,0.000153264
16/3/21,DE,0.000166843
17/3/21,DE,0.000180853
18/3/21,DE,0.000194783
19/3/21,DE,0.000208345
20/3/21,DE,0.000221833
21/3/21,DE,0.000234708
22/3/21,DE,0.000247604
23/3/21,DE,0.000260722
24/3/21,DE,0.000273744
25/3/21,DE,0.000286467
26/3/21,DE,0.000285925
27/3/21,DE,0.000285163
28/3/21,DE,0.000285011
29/3/21,DE,0.000284765
30/3/21,DE,0.000284392
31/3/21,DE,0.000283702
1/4/21,DE,0.000285113
2/4/21,DE,0.000285001
3/4/21,DE,0.00028586
4/4/21,DE,0.000285908
5/4/21,DE,0.00028605
6/4/21,DE,0.000286456
7/4/21,DE,0.00028754
8/4/21,DE,0.000300417
9/4/21,DE,0.000314626
10/4/21,DE,0.000328395
11/4/21,DE,0.000342364
12/4/21,DE,0.000356513
13/4/21,DE,0.000383845
14/4/21,DE,0.000411202
15/4/21,DE,0.000424986
16/4/21,DE,0.000439142
17/4/21,DE,0.000453203
18/4/21,DE,0.000466777
19/4/21,DE,0.000466836
20/4/21,DE,0.000453383
21/4/21,DE,0.000438821
22/4/21,DE,0.000424205
23/4/21,DE,0.000408704
24/4/21,DE,0.000394369
25/4/21,DE,0.000380794
26/4/21,DE,0.000380586
27/4/21,DE,0.000380535
28/4/21,DE,0.000380939
29/4/21,DE,0.000381417
30/4/21,DE,0.000382626
1/5/21,DE,0.000382573
2/5/21,DE,0.000382712
3/5/21,DE,0.000368915
4/5/21,DE,0.000355036
5/5/21,DE,0.000340985
6/5/21,DE,0.000326989
7/5/21,DE,0.000326092
8/5/21,DE,0.000313059
9/5/21,DE,0.000300034
10/5/21,DE,0.000300944
11/5/21,DE,0.000313848
12/5/21,DE,0.000326735
13/5/21,DE,0.000339425
14/5/21,DE,0.000365178
15/5/21,DE,0.000403145
16/5/21,DE,0.000441223
17/5/21,DE,0.000480343
18/5/21,DE,0.00050745
19/5/21,DE,0.000534194
20/5/21,DE,0.000574387
21/5/21,DE,0.000823104
22/5/21,DE,0.00107157
23/5/21,DE,0.001320378
24/5/21,DE,0.001569885
25/5/21,DE,0.001821695
26/5/21,DE,0.002071941
27/5/21,DE,0.002307856
28/5/21,DE,0.002306503
29/5/21,DE,0.002303302
30/5/21,DE,0.002299989
31/5/21,DE,0.002297883
1/6/21,DE,0.002295177
2/6/21,DE,0.002292366
3/6/21,DE,0.002287165
4/6/21,DE,0.002282681
5/6/21,DE,0.00228091
6/6/21,DE,0.002278551
7/6/21,DE,0.002275042
8/6/21,DE,0.002254127
9/6/21,DE,0.002235021
10/6/21,DE,0.002218378
11/6/21,DE,0.002212232
12/6/21,DE,0.002205802
13/6/21,DE,0.002197578
14/6/21,DE,0.002188373
15/6/21,DE,0.002192596
16/6/21,DE,0.002199116
17/6/21,DE,0.00220775
18/6/21,DE,0.002203355
19/6/21,DE,0.002204546
20/6/21,DE,0.00220809
21/6/21,DE,0.002204764
22/6/21,DE,0.002203313
23/6/21,DE,0.002197736
24/6/21,DE,0.002190759
25/6/21,DE,0.002183919
26/6/21,DE,0.002174253
27/6/21,DE,0.002162572
28/6/21,DE,0.002146368
29/6/21,DE,0.002127343
30/6/21,DE,0.002111481
1/7/21,DE,0.002097159
2/7/21,DE,0.002086947
3/7/21,DE,0.002073308
4/7/21,DE,0.002063814
5/7/21,DE,0.002065587
6/7/21,DE,0.002068366
7/7/21,DE,0.002065504
8/7/21,DE,0.002059047
9/7/21,DE,0.002051797
10/7/21,DE,0.002045072
11/7/21,DE,0.002036246
12/7/21,DE,0.002027738
13/7/21,DE,0.002018641
14/7/21,DE,0.00201568
15/7/21,DE,0.002011268
16/7/21,DE,0.002012947
17/7/21,DE,0.002005745
18/7/21,DE,0.001998393
19/7/21,DE,0.00199079
20/7/21,DE,0.001983689
21/7/21,DE,0.001962178
22/7/21,DE,0.001948323
23/7/21,DE,0.00192923
24/7/21,DE,0.001913964
25/7/21,DE,0.001898745
26/7/21,DE,0.001883961
27/7/21,DE,0.00186978
28/7/21,DE,0.001871411
29/7/21,DE,0.001866685
30/7/21,DE,0.00186575
31/7/21,DE,0.001863631
1/8/21,DE,0.001864145
2/8/21,DE,0.001865091
3/8/21,DE,0.001879633
4/8/21,DE,0.001890077
5/8/21,DE,0.001902818
6/8/21,DE,0.001908191
7/8/21,DE,0.001917017
8/8/21,DE,0.001923706
9/8/21,DE,0.001930934
10/8/21,DE,0.001937143
11/8/21,DE,0.001944261
12/8/21,DE,0.001948914
13/8/21,DE,0.001971501
14/8/21,DE,0.001980022
15/8/21,DE,0.001988064
16/8/21,DE,0.002006998
17/8/21,DE,0.002015494
18/8/21,DE,0.00201935
19/8/21,DE,0.002030586
20/8/21,DE,0.002010084
21/8/21,DE,0.002015782
22/8/21,DE,0.002022664
23/8/21,DE,0.002007546
24/8/21,DE,0.001990681
25/8/21,DE,0.001992407
26/8/21,DE,0.001979116
27/8/21,DE,0.001992802
28/8/21,DE,0.002000718
29/8/21,DE,0.001997883
30/8/21,DE,0.002004354
31/8/21,DE,0.00202722
1/9/21,DE,0.002035624
2/9/21,DE,0.002054671
3/9/21,DE,0.002054679
4/9/21,DE,0.00204923
5/9/21,DE,0.002049765
6/9/21,DE,0.00206323
7/9/21,DE,0.002048446
8/9/21,DE,0.002035315
9/9/21,DE,0.002034379
10/9/21,DE,0.002042932
11/9/21,DE,0.002042342
12/9/21,DE,0.002038893
13/9/21,DE,0.002031085
14/9/21,DE,0.002039167
15/9/21,DE,0.002045003
16/9/21,DE,0.002025688
17/9/21,DE,0.002014757
18/9/21,DE,0.001791823
19/9/21,DE,0.001585229
20/9/21,DE,0.001358484
21/9/21,DE,0.001129117
22/9/21,DE,0.000911632
23/9/21,DE,0.000695904
24/9/21,DE,0.000472361
25/9/21,DE,0.000472152
26/9/21,DE,0.000460974
27/9/21,DE,0.000460225
28/9/21,DE,0.000459836
29/9/21,DE,0.000448769
30/9/21,DE,0.000449043
1/10/21,DE,0.000427799
2/10/21,DE,0.000415944
3/10/21,DE,0.000405753
4/10/21,DE,0.000395496
5/10/21,DE,0.000384793
6/10/21,DE,0.000352861
7/10/21,DE,0.000320153
8/10/21,DE,0.00030808
9/10/21,DE,0.000286389
10/10/21,DE,0.000263139
11/10/21,DE,0.000240922
12/10/21,DE,0.000218599
13/10/21,DE,0.000217674
14/10/21,DE,0.000216993
15/10/21,DE,0.000216753
16/10/21,DE,0.000216118
17/10/21,DE,0.00021642
18/10/21,DE,0.000216662
19/10/21,DE,0.000216448
20/10/21,DE,0.000216249
21/10/21,DE,0.000216029
22/10/21,DE,0.000215479
23/10/21,DE,0.000215316
24/10/21,DE,0.000214949
25/10/21,DE,0.000214235
26/10/21,DE,0.000213905
27/10/21,DE,0.00021362
28/10/21,DE,0.000213476
29/10/21,DE,0.000223416
30/10/21,DE,0.000242757
31/10/21,DE,0.000262516
1/11/21,DE,0.000283037
2/11/21,DE,0.0003049
3/11/21,DE,0.00032594
4/11/21,DE,0.000346125
5/11/21,DE,0.000356368
6/11/21,DE,0.000356222
7/11/21,DE,0.000356038
8/11/21,DE,0.000355666
9/11/21,DE,0.000353851
10/11/21,DE,0.000382976
11/11/21,DE,0.000462557
12/11/21,DE,0.000542049
13/11/21,DE,0.000623082
14/11/21,DE,0.000704087
15/11/21,DE,0.000785769
16/11/21,DE,0.000867716
17/11/21,DE,0.000916592
18/11/21,DE,0.000916421
19/11/21,DE,0.000916576
20/11/21,DE,0.000915863
21/11/21,DE,0.000915111
22/11/21,DE,0.000913243
23/11/21,DE,0.000909706
24/11/21,DE,0.000921105
25/11/21,DE,0.000929357
26/11/21,DE,0.000937483
27/11/21,DE,0.000945929
28/11/21,DE,0.000954118
29/11/21,DE,0.000965261
30/11/21,DE,0.00097695
1/12/21,DE,0.00097707
2/12/21,DE,0.000991118
3/12/21,DE,0.001002524
4/12/21,DE,0.0010132
5/12/21,DE,0.001024146
6/12/21,DE,0.001033696
7/12/21,DE,0.001043649
8/12/21,DE,0.001065947
9/12/21,DE,0.001075488
10/12/21,DE,0.001095577
11/12/21,DE,0.001104313
12/12/21,DE,0.001114065
13/12/21,DE,0.001072609
14/12/21,DE,0.001022103
15/12/21,DE,0.00096091
16/12/21,DE,0.000911953
17/12/21,DE,0.000853049
18/12/21,DE,0.000814606
19/12/21,DE,0.000774834
20/12/21,DE,0.000784991
21/12/21,DE,0.000806225
22/12/21,DE,0.00082568
23/12/21,DE,0.00080405
24/12/21,DE,0.000813121
25/12/21,DE,0.000802779
26/12/21,DE,0.000792481
27/12/21,DE,0.000782001
28/12/21,DE,0.000771588
29/12/21,DE,0.000761291
30/12/21,DE,0.000782412
31/12/21,DE,0.000774006
1/1/22,DE,0.000776944
2/1/22,DE,0.000780245
3/1/22,DE,0.000784548
4/1/22,DE,0.000786645
5/1/22,DE,0.000790059
6/1/22,DE,0.000791979
7/1/22,DE,0.00079351
8/1/22,DE,0.000793248
9/1/22,DE,0.000782718
10/1/22,DE,0.00077255
11/1/22,DE,0.000764371
12/1/22,DE,0.000753839
13/1/22,DE,0.000785658
14/1/22,DE,0.000818542
15/1/22,DE,0.000852258
16/1/22,DE,0.000892788
17/1/22,DE,0.000932813
18/1/22,DE,0.000971274
19/1/22,DE,0.001020644
20/1/22,DE,0.001028281
21/1/22,DE,0.001035151
22/1/22,DE,0.001043514
23/1/22,DE,0.00105333
24/1/22,DE,0.001060847
25/1/22,DE,0.001068845
26/1/22,DE,0.001066197
27/1/22,DE,0.001063147
28/1/22,DE,0.001069311
29/1/22,DE,0.001055077
30/1/22,DE,0.001041372
31/1/22,DE,0.001029212
1/2/22,DE,0.001056772
2/2/22,DE,0.001083532
3/2/22,DE,0.001120435
4/2/22,DE,0.001139353
5/2/22,DE,0.001290889
6/2/22,DE,0.001439799
7/2/22,DE,0.001588514
8/2/22,DE,0.001702205
9/2/22,DE,0.001805119
10/2/22,DE,0.001897311
11/2/22,DE,0.002012151
12/2/22,DE,0.002013419
13/2/22,DE,0.002017945
14/2/22,DE,0.002005516
15/2/22,DE,0.00198632
16/2/22,DE,0.00196492
17/2/22,DE,0.001940886
18/2/22,DE,0.001903393
19/2/22,DE,0.001866534
20/2/22,DE,0.001821077
21/2/22,DE,0.001795546
22/2/22,DE,0.001778782
23/2/22,DE,0.001770978
24/2/22,DE,0.001775367
25/2/22,DE,0.001779589
26/2/22,DE,0.001775717
27/2/22,DE,0.001782888
28/2/22,DE,0.001779916
1/3/22,DE,0.001780505
2/3/22,DE,0.00178274
3/3/22,DE,0.001774438
4/3/22,DE,0.001766851
5/3/22,DE,0.001767842
6/3/22,DE,0.001749476
7/3/22,DE,0.001741322
8/3/22,DE,0.001721236
9/3/22,DE,0.001701282
10/3/22,DE,0.00168228
11/3/22,DE,0.001661726
12/3/22,DE,0.001639174
13/3/22,DE,0.001636575
14/3/22,DE,0.001634217
15/3/22,DE,0.001634044
16/3/22,DE,0.001632791
17/3/22,DE,0.001627954
18/3/22,DE,0.001624253
19/3/22,DE,0.001613524
20/3/22,DE,0.001602185
21/3/22,DE,0.001589335
22/3/22,DE,0.001603564
23/3/22,DE,0.001618323
24/3/22,DE,0.001625226
25/3/22,DE,0.001640524
26/3/22,DE,0.001664987
27/3/22,DE,0.001679928
28/3/22,DE,0.001695972
29/3/22,DE,0.001684341
30/3/22,DE,0.001672283
31/3/22,DE,0.001671717
1/4/22,DE,0.001656821
2/4/22,DE,0.001643746
3/4/22,DE,0.001638459
4/4/22,DE,0.001632153
5/4/22,DE,0.001624071
6/4/22,DE,0.001588741
7/4/22,DE,0.001562998
8/4/22,DE,0.001534561
9/4/22,DE,0.00151393
10/4/22,DE,0.001494651
11/4/22,DE,0.001474827
12/4/22,DE,0.001454286
13/4/22,DE,0.001462128
14/4/22,DE,0.001460771
15/4/22,DE,0.001531461
16/4/22,DE,0.00159389
17/4/22,DE,0.001658609
18/4/22,DE,0.00172138
19/4/22,DE,0.001784125
20/4/22,DE,0.001849537
21/4/22,DE,0.001916907
22/4/22,DE,0.001921389
23/4/22,DE,0.001924866
24/4/22,DE,0.001924472
25/4/22,DE,0.001927359
26/4/22,DE,0.001928684
27/4/22,DE,0.001931125
28/4/22,DE,0.001930992
29/4/22,DE,0.001943241
30/4/22,DE,0.001992441
1/5/22,DE,0.002063343
2/5/22,DE,0.002131114
3/5/22,DE,0.002198463
4/5/22,DE,0.002282623
5/5/22,DE,0.00235815
6/5/22,DE,0.002424333
7/5/22,DE,0.002452819
8/5/22,DE,0.002459258
9/5/22,DE,0.002463617
10/5/22,DE,0.002468897
11/5/22,DE,0.002427651
12/5/22,DE,0.002407287
13/5/22,DE,0.002386714
14/5/22,DE,0.0023658
15/5/22,DE,0.002341495
16/5/22,DE,0.002316926
17/5/22,DE,0.002270472
18/5/22,DE,0.002288974
19/5/22,DE,0.002316843
20/5/22,DE,0.002333249
21/5/22,DE,0.002350727
22/5/22,DE,0.002366853
23/5/22,DE,0.00238495
24/5/22,DE,0.002422395
25/5/22,DE,0.002408654
26/5/22,DE,0.002362179
27/5/22,DE,0.002328938
28/5/22,DE,0.00228929
29/5/22,DE,0.002253693
30/5/22,DE,0.002178754
31/5/22,DE,0.002092117
1/6/22,DE,0.002032178
2/6/22,DE,0.001986423
3/6/22,DE,0.001936672
4/6/22,DE,0.001882624
5/6/22,DE,0.001826424
6/6/22,DE,0.001809411
7/6/22,DE,0.001811739
8/6/22,DE,0.001804348
9/6/22,DE,0.001777679
10/6/22,DE,0.00173047
11/6/22,DE,0.00169256
12/6/22,DE,0.001657621
13/6/22,DE,0.001619755
14/6/22,DE,0.001589439
15/6/22,DE,0.001559841
16/6/22,DE,0.001546663
17/6/22,DE,0.001556005
18/6/22,DE,0.001560507
19/6/22,DE,0.001563854
20/6/22,DE,0.001572432
21/6/22,DE,0.001574844
22/6/22,DE,0.00157546
23/6/22,DE,0.001578089
24/6/22,DE,0.001594416
25/6/22,DE,0.001611748
26/6/22,DE,0.00162977
27/6/22,DE,0.001657913
28/6/22,DE,0.001686306
29/6/22,DE,0.001744805
30/6/22,DE,0.001791362
1/7/22,DE,0.001827395
2/7/22,DE,0.001866751
3/7/22,DE,0.001888723
4/7/22,DE,0.001901464
5/7/22,DE,0.001914225
6/7/22,DE,0.001884361
7/7/22,DE,0.001852711
8/7/22,DE,0.001812585
9/7/22,DE,0.001771664
10/7/22,DE,0.001750808
11/7/22,DE,0.001731503
12/7/22,DE,0.001709517
13/7/22,DE,0.001695794
14/7/22,DE,0.0016903
15/7/22,DE,0.001686505
16/7/22,DE,0.001676747
17/7/22,DE,0.001666284
18/7/22,DE,0.001654645
19/7/22,DE,0.001642059
20/7/22,DE,0.00168354
21/7/22,DE,0.001728203
22/7/22,DE,0.001773525
23/7/22,DE,0.001819735
24/7/22,DE,0.001856879
25/7/22,DE,0.001893359
26/7/22,DE,0.001924143
27/7/22,DE,0.00193121
28/7/22,DE,0.001977772
29/7/22,DE,0.002022403
30/7/22,DE,0.002068205
31/7/22,DE,0.002125072
1/8/22,DE,0.002181187
2/8/22,DE,0.002236094
3/8/22,DE,0.002274333
4/8/22,DE,0.002255889
5/8/22,DE,0.002237302
6/8/22,DE,0.002225763
7/8/22,DE,0.002201455
8/8/22,DE,0.002185833
9/8/22,DE,0.002180698
10/8/22,DE,0.002160361
11/8/22,DE,0.002149087
12/8/22,DE,0.002135502
13/8/22,DE,0.002136207
14/8/22,DE,0.002141931
15/8/22,DE,0.002142121
16/8/22,DE,0.002141624
17/8/22,DE,0.00218516
18/8/22,DE,0.002256581
19/8/22,DE,0.002324785
20/8/22,DE,0.002376242
21/8/22,DE,0.002395012
22/8/22,DE,0.002459272
23/8/22,DE,0.002542659
24/8/22,DE,0.00259996
25/8/22,DE,0.002630851
26/8/22,DE,0.00264658
27/8/22,DE,0.002665351
28/8/22,DE,0.002676779
29/8/22,DE,0.002671927
30/8/22,DE,0.002649414
31/8/22,DE,0.002620384
1/9/22,DE,0.002593588
2/9/22,DE,0.002592509
3/9/22,DE,0.00258879
4/9/22,DE,0.002631956
5/9/22,DE,0.002647797
6/9/22,DE,0.002667768
7/9/22,DE,0.002678052
8/9/22,DE,0.002689608
9/9/22,DE,0.002699119
10/9/22,DE,0.002711717
11/9/22,DE,0.002726815
12/9/22,DE,0.002737146
13/9/22,DE,0.002731656
14/9/22,DE,0.002727049
15/9/22,DE,0.002729322
16/9/22,DE,0.002723112
17/9/22,DE,0.002722387
18/9/22,DE,0.002714564
19/9/22,DE,0.002702926
20/9/22,DE,0.002687447
21/9/22,DE,0.00267333
22/9/22,DE,0.00265573
23/9/22,DE,0.002639163
24/9/22,DE,0.00261477
25/9/22,DE,0.0025924
26/9/22,DE,0.002566652
27/9/22,DE,0.002580435
28/9/22,DE,0.00259638
29/9/22,DE,0.002627264
30/9/22,DE,0.002666389
1/10/22,DE,0.002708904
2/10/22,DE,0.002744919
3/10/22,DE,0.002786194
4/10/22,DE,0.002708613
5/10/22,DE,0.00263537
6/10/22,DE,0.002492681
7/10/22,DE,0.002384575
8/10/22,DE,0.002309483
9/10/22,DE,0.002236895
10/10/22,DE,0.002164913
11/10/22,DE,0.002177401
12/10/22,DE,0.002184307
13/10/22,DE,0.002256068
14/10/22,DE,0.002289859
15/10/22,DE,0.002270234
16/10/22,DE,0.002253232
17/10/22,DE,0.002239964
18/10/22,DE,0.00223581
19/10/22,DE,0.002235163
20/10/22,DE,0.002234209
21/10/22,DE,0.002220303
22/10/22,DE,0.002220356
23/10/22,DE,0.002229317
24/10/22,DE,0.002238505
25/10/22,DE,0.002229747
26/10/22,DE,0.002226314
27/10/22,DE,0.002202385
28/10/22,DE,0.002189714
29/10/22,DE,0.00218208
30/10/22,DE,0.00216492
31/10/22,DE,0.002157242
1/11/22,DE,0.002169248
2/11/22,DE,0.002164996
3/11/22,DE,0.002097555
4/11/22,DE,0.002032172
5/11/22,DE,0.001990917
6/11/22,DE,0.001951704
7/11/22,DE,0.00189971
8/11/22,DE,0.001852189
9/11/22,DE,0.001873545
10/11/22,DE,0.001969167
11/11/22,DE,0.002066839
12/11/22,DE,0.002135009
13/11/22,DE,0.002198552
14/11/22,DE,0.002262738
15/11/22,DE,0.00231636
16/11/22,DE,0.002314347
17/11/22,DE,0.002311774
18/11/22,DE,0.002317359
19/11/22,DE,0.002279546
20/11/22,DE,0.002237445
21/11/22,DE,0.002194573
22/11/22,DE,0.002136027
23/11/22,DE,0.00202562
24/11/22,DE,0.001916094
25/11/22,DE,0.001797846
26/11/22,DE,0.001784681
27/11/22,DE,0.001780789
28/11/22,DE,0.001773333
29/11/22,DE,0.001736557
30/11/22,DE,0.00175547
1/12/22,DE,0.001765874
2/12/22,DE,0.001776709
3/12/22,DE,0.001728327
4/12/22,DE,0.0016796
5/12/22,DE,0.001624754
6/12/22,DE,0.001616458
7/12/22,DE,0.001600173
8/12/22,DE,0.001600498
9/12/22,DE,0.001599118
10/12/22,DE,0.001598886
11/12/22,DE,0.001598669
12/12/22,DE,0.001607915
13/12/22,DE,0.001618098
14/12/22,DE,0.001639255
15/12/22,DE,0.001652723
16/12/22,DE,0.001705558
17/12/22,DE,0.001739388
18/12/22,DE,0.001772956
19/12/22,DE,0.001806885
20/12/22,DE,0.001841121
21/12/22,DE,0.001867758
22/12/22,DE,0.001912016
23/12/22,DE,0.001904056
24/12/22,DE,0.001933919
25/12/22,DE,0.001954934
26/12/22,DE,0.001977147
27/12/22,DE,0.002000694
28/12/22,DE,0.002020625
29/12/22,DE,0.002021614
30/12/22,DE,0.002034968
31/12/22,DE,0.002029943
1/1/23,DE,0.002039446
2/1/23,DE,0.002031118
3/1/23,DE,0.002030783
4/1/23,DE,0.002029902
5/1/23,DE,0.00202341
6/1/23,DE,0.002018156
7/1/23,DE,0.00201141
8/1/23,DE,0.002000741
9/1/23,DE,0.00200841
10/1/23,DE,0.002005989
11/1/23,DE,0.001997421
12/1/23,DE,0.001995228
13/1/23,DE,0.001983011
14/1/23,DE,0.001980581
15/1/23,DE,0.001976328
16/1/23,DE,0.001970957
17/1/23,DE,0.0019554
18/1/23,DE,0.00195485
19/1/23,DE,0.001973388
20/1/23,DE,0.001992635
21/1/23,DE,0.002011937
22/1/23,DE,0.00203107
23/1/23,DE,0.002030554
24/1/23,DE,0.002039733
25/1/23,DE,0.002047165
26/1/23,DE,0.002024827
27/1/23,DE,0.002031899
28/1/23,DE,0.002047387
29/1/23,DE,0.002062866
30/1/23,DE,0.002098134
31/1/23,DE,0.002123486
1/2/23,DE,0.002229134
2/2/23,DE,0.002335697
3/2/23,DE,0.002497654
4/2/23,DE,0.002685487
5/2/23,DE,0.002874251
6/2/23,DE,0.003082572
7/2/23,DE,0.003348059
8/2/23,DE,0.003524827
9/2/23,DE,0.003760623
10/2/23,DE,0.003939891
11/2/23,DE,0.004055023
12/2/23,DE,0.004181524
13/2/23,DE,0.004288317
14/2/23,DE,0.004358698
15/2/23,DE,0.004352556
16/2/23,DE,0.004323574
17/2/23,DE,0.004293324
18/2/23,DE,0.004258154
19/2/23,DE,0.00421879
20/2/23,DE,0.004191395
21/2/23,DE,0.004145116
22/2/23,DE,0.004285671
23/2/23,DE,0.004378412
24/2/23,DE,0.004439073
25/2/23,DE,0.004551931
26/2/23,DE,0.004691662
27/2/23,DE,0.0048298
28/2/23,DE,0.004985338
1/3/23,DE,0.005111828
2/3/23,DE,0.005287656
3/3/23,DE,0.005441636
4/3/23,DE,0.005555844
5/3/23,DE,0.005654727
6/3/23,DE,0.005725287
7/3/23,DE,0.005786079
8/3/23,DE,0.005788392
9/3/23,DE,0.005771446
10/3/23,DE,0.00582525
11/3/23,DE,0.005901071
12/3/23,DE,0.005953442
13/3/23,DE,0.006036606
14/3/23,DE,0.006131901
15/3/23,DE,0.00621506
16/3/23,DE,0.006296885
17/3/23,DE,0.006399933
18/3/23,DE,0.006521692
19/3/23,DE,0.006660159
20/3/23,DE,0.006786774
21/3/23,DE,0.006930427
22/3/23,DE,0.007092168
23/3/23,DE,0.007254692
24/3/23,DE,0.00738202
25/3/23,DE,0.007469602
26/3/23,DE,0.007591369
27/3/23,DE,0.007716657
28/3/23,DE,0.007822598
29/3/23,DE,0.008017963
30/3/23,DE,0.00824388
31/3/23,DE,0.008471595
1/4/23,DE,0.008753153
2/4/23,DE,0.008966986
3/4/23,DE,0.009230988
4/4/23,DE,0.009513182
5/4/23,DE,0.00972276
6/4/23,DE,0.009939971
7/4/23,DE,0.01021111
8/4/23,DE,0.010427282
9/4/23,DE,0.010700519
10/4/23,DE,0.010920664
11/4/23,DE,0.011102515
12/4/23,DE,0.011490619
13/4/23,DE,0.011832657
14/4/23,DE,0.012130571
15/4/23,DE,0.012480482
16/4/23,DE,0.012800908
17/4/23,DE,0.013158492
18/4/23,DE,0.013519361
19/4/23,DE,0.013536952
20/4/23,DE,0.013618276
21/4/23,DE,0.013747023
22/4/23,DE,0.013787677
23/4/23,DE,0.0138335
24/4/23,DE,0.013786403
25/4/23,DE,0.013801088
26/4/23,DE,0.01395802
27/4/23,DE,0.014098748
28/4/23,DE,0.014216545
29/4/23,DE,0.014352503
30/4/23,DE,0.014487271
1/5/23,DE,0.014689498
2/5/23,DE,0.014826661
3/5/23,DE,0.015010374
4/5/23,DE,0.015193782
5/5/23,DE,0.015413279
6/5/23,DE,0.015671529
7/5/23,DE,0.015924371
8/5/23,DE,0.016193156
9/5/23,DE,0.016523633
10/5/23,DE,0.016632102
11/5/23,DE,0.01663383
12/5/23,DE,0.016564406
13/5/23,DE,0.016495467
14/5/23,DE,0.016431138
15/5/23,DE,0.016329626
16/5/23,DE,0.016237328
17/5/23,DE,0.016282799
18/5/23,DE,0.016471821
19/5/23,DE,0.016656793
20/5/23,DE,0.016823152
21/5/23,DE,0.016993311
22/5/23,DE,0.017131979
23/5/23,DE,0.017275814
24/5/23,DE,0.01740989
25/5/23,DE,0.017564961
26/5/23,DE,0.01779007
27/5/23,DE,0.018006092
28/5/23,DE,0.018218761
29/5/23,DE,0.018518257
30/5/23,DE,0.018704025
31/5/23,DE,0.019019295
1/6/23,DE,0.01926207
2/6/23,DE,0.019455505
3/6/23,DE,0.019765576
4/6/23,DE,0.02012334
5/6/23,DE,0.020375858
6/6/23,DE,0.020538289
7/6/23,DE,0.020571939
8/6/23,DE,0.020566251
9/6/23,DE,0.02060156
10/6/23,DE,0.020575677
11/6/23,DE,0.020431097
12/6/23,DE,0.020287963
13/6/23,DE,0.020330197
14/6/23,DE,0.020418523
15/6/23,DE,0.020604701
16/6/23,DE,0.020793851
17/6/23,DE,0.020894728
18/6/23,DE,0.021103288
19/6/23,DE,0.021367318
20/6/23,DE,0.0216242
21/6/23,DE,0.021922535
22/6/23,DE,0.022350784
23/6/23,DE,0.022660759
24/6/23,DE,0.022942368
25/6/23,DE,0.023179446
26/6/23,DE,0.023422824
27/6/23,DE,0.023740808
28/6/23,DE,0.023968378
29/6/23,DE,0.024060868
30/6/23,DE,0.024130726
1/7/23,DE,0.024259256
2/7/23,DE,0.024400435
3/7/23,DE,0.024579655
4/7/23,DE,0.024729063
5/7/23,DE,0.024911969
6/7/23,DE,0.024951733
7/7/23,DE,0.024912107
8/7/23,DE,0.024946721
9/7/23,DE,0.025023138
10/7/23,DE,0.025103106
11/7/23,DE,0.025169315
12/7/23,DE,0.025235446
13/7/23,DE,0.025430077
14/7/23,DE,0.025860293
15/7/23,DE,0.026276985
16/7/23,DE,0.026678435
17/7/23,DE,0.027139443
18/7/23,DE,0.027423115
19/7/23,DE,0.027528435
20/7/23,DE,0.027650298
21/7/23,DE,0.027723189
22/7/23,DE,0.027903867
23/7/23,DE,0.028081427
24/7/23,DE,0.028096613
25/7/23,DE,0.028163798
26/7/23,DE,0.028531477
27/7/23,DE,0.028914662
28/7/23,DE,0.029478492
29/7/23,DE,0.030069802
30/7/23,DE,0.030650957
31/7/23,DE,0.031136915
1/8/23,DE,0.031685917
2/8/23,DE,0.032134415
3/8/23,DE,0.032539171
4/8/23,DE,0.032774822
5/8/23,DE,0.032793617
6/8/23,DE,0.032756774
7/8/23,DE,0.032886549
8/8/23,DE,0.033181969
9/8/23,DE,0.033383305
10/8/23,DE,0.033419087
11/8/23,DE,0.033617816
